Date,Genre,identifiant,nationalite_francaise,nationalite,annee_obtention_diplome,type_formation,filiere,situation_actuelle, tes-vous ‡ la recherche d un emploi depuis la sortie de l Ècole ? ,Depuis combien de mois Ítes-vous en recherche d emploi ? ,difficultés_recherche,autre_activite,statut_emploi,Avez-vous un statut de :,nature_contrat,duree_CDD,localisation_emploi,region_premier_emploi,pays_emploi,temps_partiel,temps_partiel_voulu,mois_emploi_occupe,nom_entreprise,taille_entreprise,appartient_groupe,nom_groupe,fonction_principale,intitule_poste,statut_cadre,secteur_activite_entreprise,domaine_entreprise,domaine_divers,langage_info,Vos activitÈs actuelles font appel ‡ vos compÈtences en,energie_renouvelable,salaire_annuel_brute_hors_prime,prime,salaire_annuel_avec_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite_projet,fonction_international,langue_francais,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,Vous recherchez un autre emploi?,raisons_recherche_emploi,entreprise_developpement_durable,mission_developpement_durable,situation_sortie_polytech,refus_emploi,Concours prÈparÈ(s).1,DurÈe du contrat de volontariat (en mois).1,Pays ou territoire du volontariat.1,Nom et coordonnÈes de l entreprise partenaire.1,Le laboratoire est-il localisÈ?.1,RÈgion de localisation du laboratoire.1,Pays de localisation du laboratoire?.1,Lequel ou lesquels?.1,Le site web s il existe?.1,temps_trouve_premier_emploi,post_premier_emploi,nature_contrat_premier_emploi,Quelle fut la durÈe de votre CDD? ,condition_fin_premier_contrat,intitule_premier_emploi,localisation_premier_emploi,Dans quelle rÈgion?.1,pays_premier_emploi,nom_entreprise_premier_emploi,"Adresse ( numero, rue, avenue..)de l entreprise.1",Code postal de l entreprise.1,Commune de l entreprise.1,taille_entreprise_premier_emploi,premiere_entreprise_groupe,Lequel?.1,secteur_premiere_entreprise,anciennete_premier_emploi,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_hors_prime_premier_emploi,prime_premier_emploi,remuneration_annuelle_brute_avec_prime_premier_emploi,Les ÈlÈments suivants vous semblent-ils avoir jouÈ un rÙle dans votre recrutement sur ce 1er emploi? - Stage de 4Ëme annÈe,satisfaction_premier_emploi,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,projet_evolution_carriere,recommandation_polytech
27/01/2020 01:26,Homme,1789196587575730,Oui,,2018,Formation initiale (hors apprentissage),MicroÈlectronique Et Automatique (MEA),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,15.0,STMICROELECTRONICS,5 000 salariÈ(e)s ou plus,Oui,STMICROELECTRONICS,"MÈthodes, contrÙle de production, maintenance",Shift Technical Manager,Oui,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,,,Aucun|VBA,,,38000.0,Oui,38000.0,OUI,NON,OUI,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,"RÈseau social professionnel (viadÈo, Linkedln)",L'adÈquation avec un projet professionnel ,oui,oui,4.0,4.0,4.0,5.0,4.0,3.0,Non,,Tout ‡ fait d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Augmenter la gestion de la taille de l'Èquipe,Oui
27/01/2020 08:14,Femme,1793740587773320,Oui,,2017,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Nouvelle-Aquitaine,,Non,,1.0,Sogetrel,250 ‡  4 999 salariÈ(e)s ,Non,,Commercial(e) (dont ingÈnieur(e) d'affaire) ,Conducteur de travaux,Oui,"Construction, BTP",,,,,,36000.0,Oui,40000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,DÈmarchÈ(e) par un 'chasseur de tÍtes',Le contenu de la mission / poste proposÈ,oui,non,5.0,1.0,,,,,Non,,PlutÙt d'accord,Pas du tout d'accord,activitÈ professionnelle,,,,,,,,,,,Moins d'un mois,SalariÈ(e) du secteur privÈ (y compris structure associative),CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,"DÈmission, vous aviez une autre proposition de contrat",Assistant chargÈ d'affaire,En France,Auvergne-RhÙne-Alpes,,Steap Stailor,6 rue du Dr Schweitzer,38180,Seyssins,De 50 ‡ 249 salariÈ(e)s ,Non,,Industrie agroalimentaire ,18.0,Oui,Non,"RÈseau social professionnel (ViadÈo, Linkedln)",L'adÈquation avec un projet professionnel ,35000.0,Oui,35680.0,,0.0,4.0,,,,Oui
27/01/2020 10:09,Femme,1793840347449300,Oui,,2017,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Pays de la Loire,,Non,,14.0,Fleury Michon,250 ‡  4 999 salariÈ(e)s ,Oui,Fleury Michon SA,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",Chef de projets R&D,Oui,Industrie agroalimentaire ,,,,,,32300.0,Oui,35000.0,NON,OUI,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Sites Internet d'entreprises,Le contenu de la mission / poste proposÈ,oui,oui,5.0,5.0,5.0,4.0,5.0,4.0,Non,,Tout ‡ fait d'accord,PlutÙt d'accord,activitÈ professionnelle,,,,,,,,,,,Emploi trouvÈ avant l'obtention de votre diplÙme,SalariÈ(e) du secteur privÈ (y compris structure associative),CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,Licenciement,Technicien R&D,A l'Ètranger,,Royaume-Uni,Goodlife foods,Kingsland grange,Wa14af,Warrington,De 50 ‡ 249 salariÈ(e)s ,Non,,Industrie agroalimentaire ,10.0,Non,Non,Candidature spontannÈe,L'adÈquation avec un projet professionnel ,25000.0,Non,25000.0,5.0,1.0,5.0,,,"Evoluer en maÓtrise de gestions de projets
 Evoluer en accompagnement/management",Oui
27/01/2020 10:07,Femme,1789033924803500,Oui,,2018,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En activitÈ professionnelle,,,,Non,SalariÈ(e) du secteur public,Agent contractuel,CDD (contrat de travail ‡ durÈe dÈterminÈe),6.0,En France,Occitanie,,Non,,12.0,INRAE,5 000 salariÈ(e)s ou plus,Non,,Recherche expÈrimentale ,IngÈnieur d'Ètude en Agronomie et Technologie alimentaire,Oui,"Agriculture, sylviculture et pÍche ",,,,,,23562.0,Non,23562.0,OUI,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Moins d'un mois,RÈseaux des anciens /association des anciens (polytech Connect),Le contenu de la mission / poste proposÈ,oui,oui,4.0,4.0,4.0,1.0,4.0,5.0,Non,,PlutÙt d'accord,Tout ‡ fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
27/01/2020 10:43,Femme,1789420285265510,Oui,,2018,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Œle-de-France,,Non,,15.0,FOODMEAT,De 10 ‡ 19 salariÈ(e)s ,Non,,"QualitÈ, sÈcuritÈ, s˚retÈ de fonctionnement ",RESPONSABLE QUALITE,Oui,Industrie agroalimentaire ,,,,,,39600.0,Non,39600.0,OUI,OUI,,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Moins d'un mois,Site Internet spÈcialisÈ dans l'emploi (dont APEC),L'adÈquation avec un projet professionnel ,oui,oui,4.0,4.0,4.0,4.0,5.0,1.0,Non,,PlutÙt en dÈsaccord,PlutÙt en dÈsaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,IntÈgrer le secteur public (DDPP) ou alors devenir auditrice qualitÈ,Oui
27/01/2020 10:51,Homme,1788742361243300,Oui,,2018,Sous contrat d'apprentissage,SystËmes EmbarquÈs (SE - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,18.0,MWSC,De 10 ‡ 19 salariÈ(e)s ,Non,,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",IngÈnieur en Èlectronique,Oui,Autres secteurs ,,,,,,30000.0,Non,30000.0,NON,NON,NON,OUI,Non,Quotidiennement,Quotidiennement,De 1 ‡ moins de 2 mois,Relations personnelles,Le contenu de la mission / poste proposÈ,oui,oui,5.0,5.0,4.0,3.0,5.0,4.0,Non,,PlutÙt d'accord,PlutÙt d'accord,activitÈ professionnelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
27/01/2020 11:02,Homme,1889798491780700,Oui,,2019,Sous contrat d'apprentissage,SystËmes EmbarquÈs (SE - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,4.0,IES SYNERGY,De 50 ‡ 249 salariÈ(e)s ,Non,,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",IngÈnieur test et validation logiciel,Oui,"Industrie automobile, aÈronautique, navale, ferroviaire",,,,,,35000.0,Non,35000.0,NON,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvÈ avant l'obtention de votre diplÙme,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Le secteur d'activitÈ de l'entreprise,oui,oui,5.0,4.0,5.0,4.0,5.0,5.0,Non,,Tout ‡ fait d'accord,Pas du tout d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
27/01/2020 11:12,Homme,1788640424603910,Oui,,2018,Formation initiale (hors apprentissage),MicroÈlectronique Et Automatique (MEA),En thËse,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activitÈ professionnelle,,,,,,,,,,,De 1 ‡ moins de 2 mois,SalariÈ(e) du secteur privÈ (y compris structure associative),CDD (contrat de travail ‡ durÈe dÈterminÈe),3.0,DÈmarrage d'une thËse CIFFRE - prÈ embauche en tant qu'ingÈ et faillite de la startup accueillante,IngÈnieur en systËme embarquÈ,En France,Occitanie,,Tellmeplus,,,,De 20 ‡ 49 salariÈ(e)s ,Non,,Industrie des technologies de l'Information et de la Communication (TIC),3.0,Non,Non,Stage de fin d'Ètudes,L'adÈquation avec un projet professionnel ,24000.0,Non,24000.0,4.0,3.0,4.0,,,Finir ma thËse et partir en californie pour travailler dans le deep learning,Oui
27/01/2020 13:41,Homme,1888410497108680,Oui,,2018,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,10.0,Vercors Lait,De 20 ‡ 49 salariÈ(e)s ,Non,,"QualitÈ, sÈcuritÈ, s˚retÈ de fonctionnement ",Responsable qualitÈ,Oui,Industrie agroalimentaire ,,,,,,27000.0,Oui,32000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Le contenu de la mission / poste proposÈ,oui,oui,5.0,5.0,5.0,4.0,5.0,4.0,Non,,PlutÙt en dÈsaccord,PlutÙt en dÈsaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,monter en compÈtence au sein de l'entreprise,Oui
27/01/2020 17:21,Femme,1788573360729240,Oui,,2017,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Œle-de-France,,Non,,3.0,INFORS-HT, Moins de 10 salariÈ(e)s ,Oui,Infors SARL,Commercial(e) (dont ingÈnieur(e) d'affaire) ,IngÈnieur technico-commercial,Oui,"Autres activitÈs spÈcialisÈes, scientifiques et techniques",,,,,,30000.0,Oui,35000.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Les perspectives de carriËre dans cette entreprise,oui,non,4.0,5.0,5.0,4.0,5.0,5.0,Non,,PlutÙt d'accord,PlutÙt d'accord,activitÈ professionnelle,,,,,,,,,,,Moins d'un mois,SalariÈ(e) du secteur privÈ (y compris structure associative),"CTT (contrat de travail temporaire, mission d'intÈrim)",0.0,Fin de contrat ou fin de mission,Cariste,En France,Nouvelle-Aquitaine,,Cdiscount,Chemin du pot au pin,33610,Cestas,De 50 ‡ 249 salariÈ(e)s ,Oui,Cdiscount France,Transports (Services),5.0,Non,Non,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Le montant du salaire proposÈ ,22000.0,Oui,25000.0,1.0,2.0,4.0,,,Directrice commerciale,Oui
27/01/2020 18:40,Homme,1802766137541990,Oui,,2019,Sous contrat d'apprentissage,SystËmes EmbarquÈs (SE - apprentissage),En recherche emploi,Non,,Absence programmÈe de plusieurs mois,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Encore trËs flou,Oui
27/01/2020 21:10,Homme,1788523097808340,Oui,,2019,Sous contrat d'apprentissage,SystËmes EmbarquÈs (SE - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,4.0,MG Developpement,De 50 ‡ 249 salariÈ(e)s ,Non,,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",IngÈnieur SystËmes EmbarquÈs ,Oui,Industrie pharmaceutique,,,,,,40000.0,Non,40000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,Emploi trouvÈ avant l'obtention de votre diplÙme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),Le contenu de la mission / poste proposÈ,oui,oui,4.0,4.0,4.0,4.0,4.0,5.0,Non,,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,"AcquÈrir de l expÈrience dans mon entreprise actuelle. 
 Dans 2/3 ans changer d entreprise en France ou ‡ l Ètranger dans un secteur diffÈrent afin de voir de nouvelles mÈthodes de travail, normes liÈes ‡ l activitÈ professionnelle... tout en restant dans une PME.",Oui
27/01/2020 21:19,Homme,1782714542276590,Oui,,2018,Sous contrat d'apprentissage,SystËmes EmbarquÈs (SE - apprentissage),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,4.0,Zimmer biomet robotics ,De 50 ‡ 249 salariÈ(e)s ,Oui,Zimmer biomet,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",Product owner,Oui,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,,,,,,37500.0,Oui,39350.0,NON,OUI,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,DÈmarchÈ(e) par un 'chasseur de tÍtes',Les perspectives de carriËre dans cette entreprise,oui,oui,5.0,4.0,5.0,4.0,5.0,5.0,Non,,PlutÙt d'accord,PlutÙt en dÈsaccord,activitÈ professionnelle,,,,,,,,,,,Emploi trouvÈ avant l'obtention de votre diplÙme,SalariÈ(e) du secteur privÈ (y compris structure associative),CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,"DÈmission, vous aviez une autre proposition de contrat",IngÈnieur system,En France,Occitanie,,Dms imaging,,,,De 50 ‡ 249 salariÈ(e)s ,Non,,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,12.0,Oui,Non,Apprenti(e) : EmbauchÈ(e) par l'entreprise d'apprentissage,L'intÈrÍt du travail en lui-mÍme,33500.0,Oui,34500.0,,3.0,4.0,,,Product manager ou manager de service ‡ moyen long terme ,Oui
29/01/2020 22:29,Femme,1794332473559360,Oui,,2019,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,1.0,IMPAC ingenierie,De 20 ‡ 49 salariÈ(e)s ,Oui,MPA service,"MÈthodes, contrÙle de production, maintenance",ChargÈ de Qualification pour le compte de Sanofi Pasteur,Oui,Industrie pharmaceutique,,,,,,36000.0,Non,36000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),De 2 ‡ moins de 3 mois,Site Internet spÈcialisÈ dans l'emploi (dont APEC),L'adÈquation avec un projet professionnel ,oui,oui,3.0,4.0,5.0,3.0,4.0,5.0,Non,,PlutÙt d'accord,PlutÙt en dÈsaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,"Passer en interne ‡ Sanofi, me diriger vers qualitÈ opÈrationnelle ou en gestion de projet ",Oui
27/01/2020 22:37,Femme,1793834699802620,Oui,,2018,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDD (contrat de travail ‡ durÈe dÈterminÈe),14.0,En France,Auvergne-RhÙne-Alpes,,Non,,11.0,IRH ingÈnieur conseil,250 ‡  4 999 salariÈ(e)s ,Oui,Antra Group,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",IngÈnieur d'Ètudes ,Oui,"SociÈtÈs de conseil ou d'ingÈnieurie, bureaux d'Ètudes indÈpendants",,,,Traitement / Assainissement|Hydraulique / Hydrologie,,31000.0,Oui,31000.0,,,,,,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spÈcialisÈ dans l'emploi (dont APEC),L'adÈquation avec un projet professionnel ,oui,oui,3.0,4.0,4.0,3.0,3.0,4.0,Non,,Tout ‡ fait d'accord,Tout ‡ fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
28/01/2020 02:46,Homme,1775257595835560,Non,Malienne,2019,Sous contrat de professionalisation,MicroÈlectronique Et Automatique (MEA),En poursuite d'Ètudes (hors thËse),,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poursuite d'Ètudes (hors thËse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
28/01/2020 08:19,Homme,1882916933541120,Oui,,2018,Formation initiale (hors apprentissage),MÈcanique et Interactions (MI),En thËse,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Docteur IngÈnieur,Oui
28/01/2020 09:54,Femme,1783100906791020,Oui,,2019,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Provence-Alpes-CÙte d'Azur,,Non,,3.0,SOM MÈditerranÈe ,5 000 salariÈ(e)s ou plus,Oui,Ortec,"MÈthodes, contrÙle de production, maintenance",IngÈnieur d'Ètudes,Oui,"…nergie (Production et distribution d'ÈlectricitÈ, de gaz, de vapeur et d'air conditionnÈ)",Divers,Bureau d'Ètudes,,,,32500.0,Non,32500.0,NON,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),De 1 ‡ moins de 2 mois,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Le lieu gÈographique ,oui,oui,4.0,5.0,4.0,4.0,3.0,4.0,Non,,PlutÙt d'accord,Pas du tout d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Devenir chargÈe d'affaires d'ici 3 ans ,Oui
28/01/2020 11:37,Homme,1776551868409820,Oui,,2018,Formation initiale (hors apprentissage),MicroÈlectronique Et Automatique (MEA),En activitÈ professionnelle,,,,Non,SalariÈ(e) du secteur public,Agent contractuel,CDD (contrat de travail ‡ durÈe dÈterminÈe),3.0,En France,Œle-de-France,,Non,,17.0,MinistËre des ArmÈes ,5 000 salariÈ(e)s ou plus,Non,,R&D systËmes informatiques et Èlectroniques ,IngÈnieur en intÈgration hardware ,Oui,TÈlÈcommunications,,,C|C++|Python ,,,38000.0,Non,38000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,Emploi trouvÈ avant l'obtention de votre diplÙme,stage de fin d'Ètudes,Le secteur d'activitÈ de l'entreprise,oui,oui,5.0,4.0,5.0,3.0,4.0,4.0,Non,,PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Chef de projet,Oui
28/01/2020 11:21,Homme,1794680969713160,,,2019,Formation initiale (hors apprentissage),MicroÈlectronique Et Automatique (MEA),En thËse,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,
28/01/2020 13:32,Homme,1889471531298430,Oui,,2019,Sous contrat d'apprentissage,SystËmes EmbarquÈs (SE - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Centre-Val de Loire,,Non,,4.0,Thales - La fertÈ saint Aubin,250 ‡  4 999 salariÈ(e)s ,Oui,Thales - LAS,Informatique industrielle et technique ,INGENIEUR DEVELOPPEMENT LOGICIEL EMBARQUE,Oui,Autres secteurs ,,,,,,37008.0,Non,37008.0,NON,NON,NON,NON,Non,Quotidiennement,TrËs rarement,Emploi trouvÈ avant l'obtention de votre diplÙme,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Le contenu de la mission / poste proposÈ,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Non,,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Rester le plus possible dans le technique. Une carriËre d'expert dans mon domaine serait parfait. …viter ‡ tout prix une Èvolution vers des postes types manager.,Oui
28/01/2020 14:58,Femme,1794292862408850,Oui,,2019,Sous contrat de professionalisation,GÈnie Biologique et Agroalimentaires (GBA),En poursuite d'Ètudes (hors thËse),,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,Chef de projet innovation alimentaire,Oui
29/01/2020 01:12,Homme,1775878982531750,Non,Haitienne,2018,Sous contrat de professionalisation,MÈcanique et Interactions (MI),Sans activitÈ volontairement,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poursuite d'Ètudes (hors thËse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,Oui
29/01/2020 13:52,Femme,1794332417128900,Oui,,2018,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En recherche emploi,Non,3.0,"Manque d'expÈrience professionnelle|Formation mal, ou pas, reconnue par les employeurs|Peu d'offres d'emploi",Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poursuite d'Ètudes (hors thËse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Devenir Responsable R&D,Oui
29/01/2020 17:44,Homme,1775874372476520,Oui,,2019,Formation initiale (hors apprentissage),MicroÈlectronique Et Automatique (MEA),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,"CTT (contrat de travail Temporaire, mission interim)",0.0,En France,Occitanie,,Non,,5.0,NXP,5 000 salariÈ(e)s ou plus,,,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",Digital Designer,Oui,"SociÈtÈs de conseil ou d'ingÈnieurie, bureaux d'Ètudes indÈpendants",,,Verilog|System Verilog,,,35000.0,Non,35000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,Emploi trouvÈ avant l'obtention de votre diplÙme,stage de fin d'Ètudes,L'adÈquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,4.0,3.0,4.0,Oui,Plus de gestion projet que du technique.,Tout ‡ fait d'accord,Tout ‡ fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,Business,Oui
29/01/2020 18:06,Homme,1788692236175060,Oui,,2017,Sous contrat d'apprentissage,SystËmes EmbarquÈs (SE - apprentissage),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,1.0,"DMS Imaging, Apelem",De 50 ‡ 249 salariÈ(e)s ,Oui,DMS Imaging,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",IngÈnieur Systeme,Oui,"Autres activitÈs spÈcialisÈes, scientifiques et techniques",,,,,,39000.0,Oui,40500.0,NON,OUI,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Relations personnelles,Le contenu de la mission / poste proposÈ,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,Non,,Tout ‡ fait d'accord,PlutÙt d'accord,activitÈ professionnelle,,,,,,,,,,,Emploi trouvÈ avant l'obtention de votre diplÙme,SalariÈ(e) du secteur privÈ (y compris structure associative),CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,"DÈmission, vous aviez une autre proposition de contrat",IngÈnieur Automaticien,En France,Occitanie,,CTP-Constructeur,ZAC du Mas Icard,30720,Ribaute Les Tavernes,De 20 ‡ 49 salariÈ(e)s ,Non,,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,26.0,Oui,Non,Apprenti(e) : EmbauchÈ(e) par l'entreprise d'apprentissage,L'intÈrÍt du travail en lui-mÍme,35000.0,Non,35000.0,5.0,2.0,5.0,,,Faire mes preuves dans cette nouvelle entreprise et monter en compÈtence ,Oui
