Genre,identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,Région de votre entreprise d'accueil,"Durant vos études, vous avez bénéficié d'aménagements de scolarité liés à un handicap, ou vous vous êtes déclaré en situation d'handicap auprès de votre établissement",filiere,situation_actuelle,"'Sans activité volontairement', merci de préciser :",Vous occupez plusieurs emplois?,en_recherche_emploi,refus_emploi,difficultes_recherche,Concours préparé(s),alternance,Durée du contrat de volontariat (en mois) ,Montant brut annuel HORS PRIME de l'allocation que vous percevez,Quel est le poste que vous occupez?,Votre courriel professionnel :,Quel est le nom de votre entreprise / projet?,Pays de localisation de la future entreprise?,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_premier_emploi,pays_localisation,Vous travaillez,mois_emploi_occupe,Combien de jours par semaine êtes-vous en télétravail ? ,nom_entreprise,"Adresse ( numero, rue, avenue..)de l'entreprise",Code postal de l'entreprise,Commune de l'entreprise, Son site internet?,Nombre de salarié(e)s de votre entreprise(cellei qui vous rémunère),entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,Quel est le secteur d'activité de votre entreprise (celle qui vous rémunère)?,domaine_general_entreprise,langage_programmation,emploi_lie_energie_renouvelable,salaire_annuel_brut,prime,salaire_annuel_brut_prime,responsabilite_hierarchie,responsabilite_budget,Responsabilités exercées [Vous avez la responsabilité fonctionnelle  d'une équipe ?],responsabilite ,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [Stage de 5ème année /Contrat de professionnalisation],recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,Concours préparé(s)5,Pays ou territoire du volontariat6,Nom et coordonnées de l'entreprise partenaire7,Le laboratoire est-il localisé?8,Région de localisation du laboratoire9,Pays de localisation du laboratoire?10,Lequel ou lesquels?11,Le site web s'il existe?12,temps_trouve_premier_emploi,post_premier_emploi,Aviez-vous un statut de :,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,Dans quelle région?13,nom_entreprise_premier_emploi,"Adresse ( numero, rue, avenue..)de l'entreprise14",Code postal de l'entreprise15,Commune de l'entreprise16,taille_entreprise_premier_emploi,premiere_entreprise_groupe,Lequel?17,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? [Stage de 5ème année/Contrat de professionnalisation],satisfaction_premier_emploi,La situation sanitaire a-t-elle eu un impact pour vous ?,Merci de préciser les raisons,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,Laquelle?,Souhaitez vous être informé sur l' association des diplômés de Polytech (Polytech Connect)?,recommandation_polytech
Homme,1894680652132240,Oui,,2019,Sous contrat d'apprentissage,Île-de-France,Non,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,15.0,5.0,SOLUTEC,86 Boulevard Haussmann,75008,Paris,https://www.solutec.fr/fr/,250 à  4 999 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Ingénieur d'études,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,37000.0,Non,37000.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,"Réseau social professionnel (viadéo, Linkedln)",Le secteur d'activité de l'entreprise,oui,non,4.0,5.0,4.0,4.0,4.0,3.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Prétention salariale revue,4.0,,,,Non,Oui
Homme,30102999566398,Non,Chinoise,2019,Sous contrat d'apprentissage,,Non,Microélectronique Et Automatique (MEA),En thèse,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,,,,Oui,Oui
Femme,1783045955881460,Oui,,2018,Formation initiale (hors apprentissage),,Non,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,Non,,,,,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Normandie,,À temps plein,18.0,0.0,Isigny Sainte-Mère,"2, rue du Docteur Boutrois",14230,Isigny-sur-Mer,https://www.isigny-ste-mere.com/,250 à  4 999 salarié(e)s ,Non,,"Qualité, sécurité, sûreté de fonctionnement ",Coordinatrice Qualité Pâtes Molles,Non,Industrie agroalimentaire ,,,,32880.0,Oui,35620.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Site Internet spécialisé dans l'emploi (dont APEC),L'adéquation avec un projet professionnel ,oui,oui,3.0,4.0,4.0,4.0,4.0,4.0,3.0,Oui,Méthodes managériales,"Volontariat (VIE, VIA..)",,Royaume-Uni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,,,,Non,Oui
Homme,1783164893041410,Oui,,2019,Formation initiale (hors apprentissage),,Non,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),15.0,En France,Provence-Alpes-Côte d'Azur,,À temps plein,14.0,0.0,Eurodia ,Impasse Saint Martin. ZAC saint Martin,84120,Pertuis,https://www.eurodia.com/fr/,De 50 à 249 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur R&D technologie et support à la production,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,35000.0,Non,35000.0,OUI,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,De 1 à moins de 2 mois,Sites Internet d'entreprises,Le lieu géographique ,oui,oui,4.0,5.0,5.0,3.0,4.0,5.0,2.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,3.0,,,,Oui,Oui
Femme,1782650225991380,Oui,,2020,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,6.0,5.0,TabMo (Labs),256 rue de Thor ,34000,Montpellier ,https://tabmo.io/,De 20 à 49 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Développeuse back-end Scala,Non,Autres secteurs ,,,,35000.0,Non,35000.0,NON,NON,NON,NON,Non,Quotidiennement,Jamais,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,5.0,OUI,NON,,Non,Oui
Homme,1867641142480330,Oui,,2018,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,27.0,3.0,PriceComparator,10 rue Bouschet de Bernard,34830,Clapiers,https://pricecomparator.pro/, Moins de 10 salarié(e)s ,Non,,Informatique industrielle et technique ,Développeur Front End,Oui,Activités informatiques et services d'information (TIC services),,,,33000.0,Non,33000.0,OUI,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Moins d'un mois,"Réseau social professionnel (viadéo, Linkedln)",L'adéquation avec un projet professionnel ,oui,oui,5.0,4.0,5.0,3.0,5.0,4.0,5.0,Non,,Création d'entreprise/reprise d'entreprise,,,,,,,,https://www.estory.io/,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,5.0,OUI,NON,,Oui,Oui
Homme,1782714607622020,Oui,,2018,Sous contrat de professionalisation,,Non,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,Non,,,,,,,,,,,,Oui,Salarié(e) du secteur public,CDI (contrat de travail à durée indéterminée),,A l'étranger,,Belgique,À temps plein,23.0,1.0,SWDE,41 Rue de la Concorde ,4800,VERVIERS (BELGIQUE),https://www.swde.be/fr,250 à  4 999 salarié(e)s ,Non,,Production - Exploitation ,Ingénieur d'exploitation,Oui,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",,,,41400.0,Oui,44000.0,OUI,OUI,OUI,NON,Non,Quotidiennement,Très rarement,,Sites Internet d'entreprises,Le contenu de la mission / poste proposé,oui,oui,4.0,5.0,4.0,4.0,5.0,4.0,5.0,Non,,activité professionnelle,,,,,,,,,Emploi trouvé avant l'obtention de votre diplôme,Salarié(e) du secteur privé (y compris structure associative),,CDD (contrat de travail à durée déterminée),Fin de contrat ou fin de mission,Ingénieur chargé de missions d'exploitation,En France,Provence-Alpes-Côte d'Azur,SEMM,55 Boulevard des Acieries,13010,MARSEILLE,5 000 salarié(e)s ou plus,Oui,Véolia,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",6.0,Oui,Non,Stage année césure/ Contrat de professionnalisation ,L'adéquation avec un projet professionnel ,34500.0,Non,34500.0,5.0,3.0,Oui,Recours au télétravail,4.0,,,,Oui,Oui
Homme,1768549796148560,Oui,,2019,Formation initiale (hors apprentissage),,Non,Mécanique et Interactions (MI),En thèse,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,4.0,,,,Non,Oui
Homme,1883678675918150,Oui,,2020,Sous contrat de professionalisation,,Non,Mécanique et Interactions (MI),En poursuite d'études (hors thèse),,,,,,,Oui,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,4.0,,,,Non,Oui
Homme,1783800339299580,Oui,,2019,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,11.0,1.0,Asklé Santé,200 rue Charles Tellier,30000,Nîmes,https://www.winncare.fr/page-winncare-accueil-1-1-fr.htm,De 50 à 249 salarié(e)s ,Oui,Winncare France,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur projet,Oui,Santé humaine et action sociale,,"C|""Python""",,30000.0,Oui,31500.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Relations personnelles,Le lieu géographique ,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,4.0,,,,Non,Oui
Homme,1776102501602960,Oui,,2018,Sous contrat d'apprentissage,Provence-Alpes-Côte d'Azur,Non,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,19.0,0.0,SOGEA SUD HYDRAULIQUE,541 rue Georges Méliès,34000,Montpellier,,De 50 à 249 salarié(e)s ,Oui,VINCI construction,Conducteur de travaux hydraulique,Ingénieur travaux hydraulique,Oui,"Construction, BTP",,,,35000.0,Oui,40000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Jamais,,Démarché(e) par un 'chasseur de têtes',La notoriété de l'entreprise ,oui,oui,5.0,4.0,5.0,3.0,4.0,4.0,,Non,,activité professionnelle,,,,,,,,,De 5 à moins de 6 mois,Salarié(e) du secteur privé (y compris structure associative),,"CTT (contrat de travail temporaire, mission d'intérim)","Démission, vous aviez une autre proposition de contrat",Assistant conducteur de travaux,En France,Occitanie,Forbat,,34022,Baillargues,De 50 à 249 salarié(e)s ,Non,,"Construction, BTP",4.0,Non,Non,Candidature spontanée (hors candidature via un site Internet),Autre,,Non,,,1.0,Non,,4.0,,,,Non,Oui
Homme,1882331859661130,Oui,,2020,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),6.0,En France,Occitanie,,À temps plein,4.0,5.0,Royal Canin,650 avenue de la petite camargue,34070,Aimargues,https://www.royalcanin.com,5 000 salarié(e)s ou plus,Oui,Mars,Informatique industrielle et technique ,Scrum Master,Oui,Industrie agroalimentaire ,,,,28000.0,Oui,38000.0,OUI,NON,OUI,NON,Oui,Quotidiennement,Quotidiennement,,"Réseau social professionnel (viadéo, Linkedln)",L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,3.0,5.0,3.0,5.0,Oui,"Je pense qu'il faut toujours rechercher un autre emploi, rien que pour ajouter une corde à son arc dans la négociation de son salaire, mais au delà de ça, nous avons avec des amis de promo un projet de création d'entreprise. Si cela ne se réalise pas, j'ai aussi un projet de faire un VIE en Asie.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Report d'une évolution de carrière|Mobilité géographique compliquée|Moins de propositions de recrutement|Changement de projet professionnel,5.0,OUI,NON,,Oui,Oui
Homme,1789078845865610,Oui,,2020,Formation initiale (hors apprentissage),,Non,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Provence-Alpes-Côte d'Azur,,À temps plein,4.0,0.0,Cabinet TRAMOY,134 avenue de la coquillade,84330,Saint pierre de vassols,,De 10 à 19 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur chargé d'étude,Oui,"Autres activités spécialisées, scientifiques et techniques",,,,30000.0,Non,30000.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,"Réseau social professionnel (viadéo, Linkedln)",Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,4.0,3.0,5.0,2.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Mobilité géographique compliquée|Moins de propositions de recrutement|Moins d'offres d'emploi|Prétention salariale revue|Changement de projet professionnel,4.0,,,,Oui,Oui
Femme,1783483872013320,Oui,,2020,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,,,À temps plein,2.0,4.0,"Alispharm, en mission chez LDR/Zimmer Biomet",10 rue Jean Marcuit,69009,Lyon,,De 50 à 249 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Consultante R&D dispositifs médicaux,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",Divers,,,31000.0,Non,31000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,De 1 à moins de 2 mois,Démarché(e) par un 'chasseur de têtes',L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,2.0,4.0,3.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Missions modifiées|Report d'une évolution de carrière|Mobilité géographique compliquée|Moins d'offres d'emploi|Difficulté pour le stage de fin d'études,4.0,,,,Oui,Oui
Homme,1782332205420030,Oui,,2019,Formation initiale (hors apprentissage),,Non,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,18.0,4.0,EGIS,889 rue de la vieille poste,34000,Montpellier,https://www.egis.fr/,5 000 salarié(e)s ou plus,Non,,Production - Exploitation ,Chargé d'études Risques Inondations et Ressources en Eau,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,34000.0,Non,34000.0,OUI,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,5.0,3.0,5.0,3.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,5.0,,,,Oui,Oui
Femme,1789751535733900,Oui,,2020,Formation initiale (hors apprentissage),,Non,Sciences et Technologies de l'Eau (STE),En thèse,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,,,,Non,Oui
Homme,1875490711175230,Oui,,2020,Formation initiale (hors apprentissage),,Non,Sciences et Technologies de l'Eau (STE),En recherche emploi,,,Non,Non,"Mauvaise maîtrise des techniques de recherche d'emploi (lettre de motivation,CV,entretien d'embauche...)|Manque d'expérience professionnelle|Peu d'offres d'emploi",,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Chômage partiel / Réduction d'activité|Moins de propositions de recrutement|Moins d'offres d'emploi|Difficulté pour le stage de fin d'études,3.0,,,,Oui,Oui
Femme,1767189251615070,Oui,,2018,Formation initiale (hors apprentissage),,Non,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,À temps plein,24.0,4.0,VEOLIA EAU,163 rue de la foret,26000,Valence,,5 000 salarié(e)s ou plus,Oui,VEOLIA,Etudes - Conseil et expertise (autre qu'informatique),Ingénieure Études et Projets Techniques,Oui,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",,,,38000.0,Oui,38000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Démarché(e) par un 'chasseur de têtes',Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,4.0,5.0,4.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Chômage partiel / Réduction d'activité|Formation annulée ou reportée,4.0,,,,Non,Oui
Femme,1794332417128940,Oui,,2019,Formation initiale (hors apprentissage),,Non,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Hauts-de-France,,À temps plein,17.0,0.0,Altereo,12 Rue René Cassin,62223,SAINT-LAURENT BLANGY,http://altereo.fr/,De 50 à 249 salarié(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),Ingénieur chargé d'études,Oui,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,26900.0,Non,26900.0,NON,NON,NON,OUI,Non,Quotidiennement,Très rarement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,5.0,3.0,5.0,4.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,"Recours au télétravail|Chômage partiel / Réduction d'activité|Mobilité géographique compliquée|""Missions de terrain compliquées""",4.0,,,,Oui,Oui
Homme,1776621853639030,Oui,,2019,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),1.0,En France,Occitanie,,À temps plein,18.0,5.0,ABES,227 Avenue du Professeur Jean Louis Viala,34090,Montpellier,https://abes.fr/,De 50 à 249 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Développeur informatique full stack,Oui,Activités informatiques et services d'information (TIC services),,"Java|""vuejs""",,26256.0,Oui,26256.0,NON,NON,OUI,OUI,Non,Quotidiennement,Quotidiennement,,Relations personnelles,L'adéquation avec un projet professionnel ,oui,non,4.0,5.0,4.0,4.0,5.0,5.0,5.0,Oui,"Partir en République Tchèque, et j'ai trouvé",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,5.0,,,,Non,Oui
Homme,1783679094525740,Oui,,2020,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) du secteur public,CDD (contrat de travail à durée déterminée),7.0,En France,Auvergne-Rhône-Alpes,,À temps plein,0.0,0.0,Laboratoire Ampere Lyon ,Laboratoire Ampere Lyon ,96000,Lyon,,De 50 à 249 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingenieur recherche et developement ,Oui,"Enseignement, recherche",,"C|C++|VHDL|""matlab""",,20364.0,Non,20364.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,De 4 à moins de 5 mois,Sites Internet d'entreprises,L'adéquation avec un projet professionnel ,oui,,5.0,5.0,5.0,2.0,5.0,5.0,4.0,Oui,"A la fin du CDD il va falloir rebondir, j'espère trouver des expériences a l'étranger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Report d'une évolution de carrière|Mobilité géographique compliquée|Moins de propositions de recrutement|Difficulté pour le stage de fin d'études|Changement de projet professionnel,5.0,,,,Oui,Oui
Homme,1782921221813600,Oui,,2018,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,À temps plein,29.0,3.0,Next Decision,9 quai Jean Moulin,69001,Lyon,https://www.next-decision.fr/,De 50 à 249 salarié(e)s ,Non,,Informatique industrielle et technique ,Consultant Data,Oui,Industrie des technologies de l'Information et de la Communication (TIC),,,,33500.0,Oui,40000.0,NON,NON,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,4.0,5.0,5.0,3.0,4.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,3.0,OUI,NON,,Oui,Oui
Femme,1875264863971130,Oui,,2019,Formation initiale (hors apprentissage),,Non,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDD (contrat de travail à durée déterminée),12.0,En France,Occitanie,,À temps plein,8.0,1.0,Pernod ricard ,6 bd violet,66300,Thuir,,De 50 à 249 salarié(e)s ,Oui,Pernod RICARD france,Production - Exploitation ,Responsable d'équipe de production,Non,Industrie agroalimentaire ,,,,26400.0,Oui,33000.0,OUI,NON,OUI,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Le lieu géographique ,oui,oui,4.0,5.0,5.0,4.0,3.0,4.0,5.0,Oui,Car c'est un CDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Moins de propositions de recrutement|Moins d'offres d'emploi,3.0,,,,Oui,Oui
Homme,1766817679604640,Oui,,2019,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Nouvelle-Aquitaine,,À temps plein,16.0,5.0,Sogeti,9 boulevard Henri Ziegler,31700,Blagnac,https://www.fr.sogeti.com/,250 à  4 999 salarié(e)s ,Oui,Capgemini,Informatique industrielle et technique ,Consultant d'application ,Oui,Activités informatiques et services d'information (TIC services),,,,35000.0,Oui,36000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,3.0,3.0,4.0,2.0,3.0,4.0,5.0,Oui,Augmentation de salaire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,4.0,OUI,NON,,Non,Oui
Femme,1793834699802620,Oui,,2018,Formation initiale (hors apprentissage),,Non,Sciences et Technologies de l'Eau (STE),En poursuite d'études (hors thèse),,,,,,,Oui,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Moins de propositions de recrutement|Moins d'offres d'emploi,3.0,,,,Oui,Oui
Homme,1783679160902800,Oui,,2020,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En recherche emploi,,,Oui,Oui,"Manque d'expérience professionnelle|Difficulté à mettre en valeur mes compétences|""Le fait qu'en pleine crise sanitaire les recruteurs recherchent des gens avec 10 ans d'expérience""",,,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Moins de propositions de recrutement|Moins d'offres d'emploi|Difficulté pour le stage de fin d'études,4.0,,,,Non,Oui
Femme,1793838444568620,Oui,,2018,Sous contrat d'apprentissage,Occitanie,Non,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,20.0,1.0,APPI-Technology,443 avenue Jean Prouvé,30900,Nîmes,https://appi-technology.com/en/, Moins de 10 salarié(e)s ,Non,,Commercial(e) (dont ingénieur(e) d'affaire) ,Ingénieure Systèmes Embarqués Technico-Commerciale,Oui,Télécommunications,,,,29600.0,Non,29600.0,NON,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),La politique globale de relations humaines dans l'entreprise ,oui,oui,4.0,5.0,4.0,3.0,5.0,3.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Missions modifiées|Chômage partiel / Réduction d'activité,3.0,,,,Non,Oui
Homme,1782336121852570,Oui,,2020,Sous contrat d'apprentissage,Auvergne-Rhône-Alpes,Non,Mécanique Structures Industrielles (MSI - apprentissage),En poursuite d'études (hors thèse),,,,,,,Oui,,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,,,,Oui,Oui
