"identifiant","remuneration_annuelle_brute","sexe","date_diplome","filiere","nationalite_francaise","nationalite","prime","remuneration_prime","remuneration_annuelle_brute_hors_prime_premier_emploi","prime_premier_emploi","remuneration_annuelle_brute_avec_prime_premier_emploi","nationalite_grouped"
"1789246064047590",30000,"Femme",2016,"MI","Oui","1","Oui",31000,NA,"",NA,"1"
"1788460148903230",30000,"Homme",2017,"MSI-app","Oui","1","Oui",32000,NA,"",NA,"1"
"1758626743656350",36000,"Homme",2015,"MSI-app","Oui","1","Non",36000,NA,"",NA,"1"
"1775485102953540",32640,"Homme",2015,"MSI-app","Oui","1","Oui",33500,NA,"",NA,"1"
"1782390161406330",32000,"Homme",2016,"MI","","1","Oui",35000,NA,"",NA,"1"
"1989049466189050",32000,"Femme",2016,"MI","Oui","1","Non",32000,NA,"",NA,"1"
"1803449120268200",37700,"Femme",2016,"MEA","Oui","1","Oui",38300,NA,"",NA,"1"
"1783297925213700",73000,"Homme",2015,"MAT","Oui","1","Oui",83000,67000,"Oui",70000,"1"
"1789078855303470",34000,"Femme",2015,"MAT","Oui","1","Oui",45000,NA,"",NA,"1"
"1775488150892280",31000,"Homme",2016,"MEA","Oui","1","Non",31000,32000,"Non",32000,"1"
"1798753116911410",25000,"Homme",2015,"IG","Oui","1","Oui",37000,NA,"",NA,"1"
"1775485170160420",36000,"Homme",2015,"MEA","Oui","1","Non",36000,NA,"",NA,"1"
"1776551709633630",38000,"Homme",2015,"MI","Oui","1","Oui",39000,33000,"Oui",34000,"1"
"1810402787455600",36000,"Femme",2017,"IG","Non","25","Non",36000,NA,"",NA,"25"
"1776621622976710",41280,"Femme",2015,"GBA","Oui","1","Oui",55000,NA,"",NA,"1"
"1888640124940790",42000,"Homme",2016,"MAT","Oui","1","Oui",47000,NA,"",NA,"1"
"1882649662104760",36800,"Homme",2015,"IG","Oui","1","Oui",38000,NA,"",NA,"1"
"1788692351716800",27000,"Homme",2015,"IG","Oui","1","Oui",29000,NA,"",NA,"1"
"1889477329164220",48000,"Homme",2015,"IG","Oui","1","Non",48000,NA,"",NA,"1"
"1875976736350440",32000,"Homme",2015,"IG","Oui","1","Oui",35000,NA,"",NA,"1"
"1794381833855800",38000,"Femme",2015,"IG","Non","25","Non",38000,NA,"",NA,"25"
"1794034551087380",34890,"Homme",2016,"MAT","Oui","1","Oui",37800,NA,"",NA,"1"
"1888414432669460",39000,"Femme",2015,"MAT","Oui","1","Oui",39000,35000,"Non",35000,"1"
"1789083202231100",36000,"Homme",2016,"EGC-app","Oui","1","Oui",41000,NA,"",NA,"1"
"1888769142098890",35000,"Femme",2015,"MAT","Oui","1","Oui",43000,NA,"",NA,"1"
"1788460154528450",37160,"Femme",2016,"GBA","Oui","1","Oui",48157,34153,"Oui",44500,"1"
"1782392708639820",44000,"Homme",2015,"IG","Oui","1","Non",44000,NA,"",NA,"1"
"1876091309972940",32000,"Femme",2016,"IG","Non","35","Oui",36000,NA,"",NA,"35"
"1789139176227000",37000,"Homme",2015,"IG","Oui","1","Oui",37000,NA,"",NA,"1"
"1876018965184570",29000,"Homme",2016,"MAT","Oui","1","Oui",33000,NA,"",NA,"1"
"1783429206134070",41000,"Homme",2016,"IG","Oui","1","Oui",42500,NA,"",NA,"1"
"1776097769097820",37000,"Femme",2015,"MAT","Oui","1","Oui",43000,NA,"",NA,"1"
"1882649661968720",45000,"Femme",2016,"MAT","Oui","1","Non",45000,NA,"",NA,"1"
"1806734160413460",36000,"Femme",2015,"MSI-app","Oui","1","Non",36000,NA,"",NA,"1"
"1857534012945670",25000,"Homme",2015,"MAT","Oui","1","Non",25000,NA,"",NA,"1"
"1783551733103470",32760,"Homme",2016,"MAT","Oui","1","Non",32760,NA,"",NA,"1"
"1783100983094780",33000,"Femme",2016,"GBA","Oui","1","Oui",35000,NA,"",NA,"1"
"21334118811",33000,"Femme",2017,"MI","Oui","1","Non",33000,NA,"",NA,"1"
"1783297913799080",36000,"Homme",2015,"MEA","Oui","1","Oui",40000,NA,"",NA,"1"
"1782336188924400",28600,"Homme",2016,"IG","Oui","1","Oui",36000,NA,"",NA,"1"
"1767188224335030",31500,"Homme",2016,"IG","Oui","1","Oui",33000,NA,"",NA,"1"
"1775951507953250",44000,"Homme",2016,"IG","Oui","1","Non",44000,NA,"",NA,"1"
"1794929186772720",21600,"Homme",2016,"GBA","Non","35","Oui",23600,NA,"",NA,"35"
"1882745436433210",30000,"Femme",2015,"GBA","Oui","1","Oui",35000,34000,"Oui",35000,"1"
"1788522982414110",31420,"Homme",2016,"GBA","Oui","1","Oui",46680,NA,"",NA,"1"
"1794185699977450",32000,"Femme",2015,"MAT","Oui","1","Non",32000,NA,"",NA,"1"
"1883492706929090",23000,"Femme",2016,"GBA","Oui","1","Oui",24900,NA,"",NA,"1"
"1788742416961310",34000,"Homme",2016,"MAT","Oui","1","Oui",34340,29400,"Oui",29694,"1"
"1783100843364390",40000,"Femme",2015,"GBA","Oui","1","Oui",43000,NA,"",NA,"1"
"1782333510091950",34200,"Femme",2017,"EGC-app","Oui","1","Oui",37550,NA,"",NA,"1"
"1782917292321620",30000,"Homme",2016,"MEA","Oui","1","Non",30000,NA,"Non",NA,"1"
"1783101106098510",37440,"Homme",2015,"MAT","Oui","1","Oui",48000,28000,"Oui",37000,"1"
"1868316565710660",34000,"Homme",2016,"IG","Oui","1","Non",34000,29000,"Oui",31000,"1"
"1782326986593200",28000,"Homme",2015,"MAT","Oui","1","Oui",35000,NA,"",NA,"1"
"1803128595870800",22500,"Homme",2016,"GBA","Oui","1","Oui",22500,NA,"",NA,"1"
"1776106803648430",38000,"Femme",2015,"MAT","Oui","1","Oui",40000,31000,"Non",31000,"1"
"1783101043342780",31200,"Homme",2016,"MAT","Oui","1","Oui",39000,NA,"",NA,"1"
"1810646176443910",37000,"Homme",2015,"IG","Non","25","Oui",40000,NA,"",NA,"25"
"1788640429004420",32000,"Homme",2016,"MAT","Oui","1","Oui",41600,NA,"",NA,"1"
"1782917364938230",33000,"Homme",2015,"MAT","Oui","1","Oui",42000,NA,"",NA,"1"
"1788922249509080",30600,"Femme",2015,"GBA","Oui","1","Oui",36150,NA,"",NA,"1"
"1788405221950260",34000,"Femme",2015,"IG","Oui","1","Non",34000,NA,"",NA,"1"
"1789139123747760",32050,"Homme",2016,"MAT","Oui","1","Non",32050,29500,"Non",29500,"1"
"1767473061846770",33000,"Homme",2015,"IG","Oui","1","Non",33000,NA,"",NA,"1"
"1788410671231800",35000,"Homme",2015,"MI","Oui","1","Non",35000,NA,"",NA,"1"
"1793990129761240",32400,"Homme",2017,"SE-app","Oui","1","Non",32400,NA,"",NA,"1"
"1776245031282240",20500,"Femme",2016,"STE","Oui","1","Non",20500,NA,"",NA,"1"
"1883036490563720",32500,"Femme",2016,"GBA","Oui","1","Oui",35000,21600,"Oui",24000,"1"
"1794339396701390",30000,"Homme",2017,"GBA","Non","25","Oui",31000,NA,"",NA,"25"
"1782910794654010",30000,"Femme",2015,"GBA","Oui","1","Oui",35000,NA,"",NA,"1"
"1782336125707060",39000,"Homme",2017,"GBA","Oui","1","Oui",39000,36000,"Non",36000,"1"
"1775265358395310",33000,"Femme",2015,"GBA","Oui","1","Non",33000,NA,"",NA,"1"
"1794041630503410",33000,"Homme",2016,"GBA","Oui","1","Non",33000,NA,"",NA,"1"
"1788520719154830",38450,"Homme",2015,"GBA","Oui","1","Oui",46000,32000,"Non",32000,"1"
"1783101038165470",31800,"Femme",2015,"GBA","Oui","1","Oui",36000,NA,"",NA,"1"
"1982874436811090",28000,"Homme",2016,"GBA","Oui","1","Oui",30000,27500,"Oui",29000,"1"
"1759195423053240",14400,"Femme",2015,"GBA","Oui","1","Non",14400,26400,"Non",26400,"1"
"1794283011443330",34450,"Femme",2015,"GBA","Oui","1","Oui",36000,28500,"Oui",29000,"1"
"1783429272817870",40000,"Homme",2015,"GBA","Oui","1","Oui",45000,NA,"",NA,"1"
"1888881489207040",29100,"Homme",2015,"STE","Oui","1","Oui",34500,NA,"",NA,"1"
"1788416963560000",27000,"Homme",2015,"GBA","Oui","1","Oui",30000,30000,"Non",30000,"1"
"1802847679906210",32000,"Femme",2016,"STE","Oui","1","Non",32000,21600,"Oui",25000,"1"
"1882337756552340",27432,"Femme",2015,"GBA","Oui","1","Oui",29718,24588,"Non",24588,"1"
"1783036847404770",33600,"Femme",2015,"GBA","Oui","1","Oui",36960,NA,"",NA,"1"
"1788413221511120",24000,"Homme",2017,"GBA","Oui","1","Oui",28000,NA,"",NA,"1"
"1775263659756940",28524,"Femme",2016,"GBA","Oui","1","Oui",32000,NA,"",NA,"1"
"1782327051181470",32500,"Homme",2015,"GBA","Oui","1","Oui",32500,NA,"",NA,"1"
"1789083314415180",32000,"Homme",2015,"MEA","Oui","1","Oui",34000,29000,"Non",31900,"1"
"1788523051990200",32000,"Homme",2016,"MEA","Oui","1","Non",32000,NA,"",NA,"1"
"1777139253176990",29000,"Femme",2017,"MEA","Non","14","Oui",31000,NA,"",NA,"14"
"1788744550434370",36000,"Homme",2016,"MEA","Oui","1","Non",36000,NA,"",NA,"1"
"1882938854576710",32000,"Homme",2015,"MEA","Oui","1","Oui",34000,27000,"Non",27000,"1"
"1793786670128700",31000,"Homme",2016,"MEA","Oui","1","",31000,29000,"Oui",31000,"1"
"1882916978528630",28000,"Homme",2016,"MEA","Non","Autre","Non",28000,NA,"",NA,"Autre"
"1882331840080640",32000,"Homme",2016,"MEA","Oui","1","Non",32000,NA,"",NA,"1"
"1789743775077570",34000,"Homme",2016,"MEA","Non","25","Non",34000,NA,"",NA,"25"
"1793784813443180",27000,"Homme",2015,"MAT","Oui","1","Oui",33000,NA,"",NA,"1"
"1782720112457720",34500,"Homme",2016,"MAT","Oui","1","Oui",38000,NA,"",NA,"1"
"1798761163867390",25000,"Femme",2016,"GBA","Oui","1","Oui",27500,NA,"",NA,"1"
"1782921283039590",35000,"Homme",2015,"MAT","Oui","1","Oui",36000,NA,"",NA,"1"
"1788516824861130",37000,"Femme",2015,"GBA","Oui","1","Oui",37000,NA,"",NA,"1"
"1793840248335370",28000,"Homme",2015,"GBA","Oui","1","Oui",30000,30000,"Oui",33000,"1"
"1789083267067180",37000,"Homme",2016,"MEA","Oui","1","Oui",39000,30000,"Non",30000,"1"
"1789246118099040",31200,"Femme",2016,"MAT","Oui","1","Non",31200,NA,"",NA,"1"
"1789200821814210",32500,"Femme",2015,"GBA","Oui","1","Oui",35000,NA,"",NA,"1"
"1793940780763400",41000,"Homme",2015,"MAT","Oui","1","Oui",43000,NA,"",NA,"1"
"1794775603237350",26000,"Homme",2015,"GBA","Oui","1","Oui",27500,22000,"Oui",22500,"1"
"1793944774636910",33000,"Femme",2016,"GBA","Oui","1","Oui",35000,27000,"Non",27000,"1"
"1798572221753550",34000,"Femme",2016,"GBA","","1","Oui",34000,NA,"",NA,"1"
"1867472876448780",35000,"Homme",2016,"SE-app","Oui","1","Non",35000,NA,"",NA,"1"
"1768453733098000",27500,"Homme",2015,"GBA","Oui","1","Oui",31500,NA,"",NA,"1"
"1788516764836460",31200,"Femme",2015,"GBA","Oui","1","Non",31200,24000,"Oui",26000,"1"
"1776170061365770",38000,"Homme",2015,"MEA","Non","25","Non",38000,NA,"",NA,"25"
"1776172785806750",22000,"Homme",2017,"GBA","Non","14","Oui",22000,NA,"",NA,"14"
"1868316557706330",47000,"Homme",2017,"SE-app","Oui","1","Oui",54000,NA,"",NA,"1"
"1899261177600800",29990,"Homme",2017,"MAT","Oui","1","Oui",34000,NA,"",NA,"1"
"1776392102613310",32500,"Femme",2015,"IG","Oui","1","Non",32500,NA,"",NA,"1"
"1776615669964620",37000,"Homme",2015,"MI","Oui","1","Oui",37000,NA,"",NA,"1"
"1766816933705740",32000,"Homme",2015,"SE-app","Oui","1","Non",32000,NA,"",NA,"1"
"1894332573557550",24000,"Homme",2017,"MI","Oui","1","Non",24000,NA,"",NA,"1"
"1802846091119630",31000,"Femme",2016,"GBA","Oui","1","Oui",36000,NA,"",NA,"1"
"1807101912269170",36150,"Homme",2016,"SE-app","Oui","1","Non",36150,NA,"",NA,"1"
"1782336256786320",29000,"Homme",2016,"MEA","Oui","1","Oui",32000,NA,"",NA,"1"
"1789078855280940",38000,"Homme",2015,"SE-app","Oui","1","Non",38000,30000,"Non",30000,"1"
"1783551724198340",36000,"Homme",2016,"MEA","Oui","1","Non",36000,1500,"Non",1500,"1"
"1783551799040730",36000,"Homme",2016,"MEA","Oui","1","Oui",53000,NA,"",NA,"1"
"1794637749900080",32440,"Homme",2016,"MEA","Oui","1","Oui",33440,NA,"",NA,"1"
"1776621773290900",32316,"Homme",2015,"GBA","Oui","1","Oui",35009,NA,"",NA,"1"
"1776615826893460",38733,"Femme",2016,"MAT","Oui","1","Non",38733,NA,"",NA,"1"
"1798714129947400",26400,"Homme",2016,"GBA","Oui","1","Non",NA,NA,"",NA,"1"
"1882874460265010",32000,"Homme",2016,"MEA","Oui","1","Non",32000,NA,"",NA,"1"
"1867820057929010",32000,"Femme",2017,"STE","Oui","1","Non",32000,30000,"Non",30000,"1"
"1788910982411890",40000,"Homme",2016,"MEA","Oui","1","Oui",42000,NA,"",NA,"1"
"1782336322078230",33700,"Homme",2017,"MAT","Oui","1","Oui",36500,NA,"",NA,"1"
"1793834790839740",35046,"Femme",2015,"GBA","Oui","1","Non",35046,25000,"Non",25000,"1"
"1868014614572320",32800,"Femme",2015,"MAT","Oui","1","Oui",39200,NA,"",NA,"1"
"1788692241729700",29000,"Homme",2016,"MAT","Oui","1","Oui",30000,NA,"",NA,"1"
"1782333450033960",2350,"Homme",2016,"SE-app","Oui","1","Oui",29000,NA,"",NA,"1"
"1902765993939960",32400,"Homme",2015,"EnR","Oui","1","Oui",36500,NA,"",NA,"1"
NA,28500,"Homme",2018,"MAT","Oui","1","Non",28500,NA,"",NA,"1"
NA,32000,"Homme",2018,"IG","Non","35","Oui",34000,NA,"",NA,"35"
NA,51437,"Homme",2018,"IG","Oui","1","Non",51437,NA,"",NA,"1"
NA,28800,"Femme",2018,"STE","Oui","1","Oui",31000,NA,"",NA,"1"
NA,34000,"Femme",2017,"MAT","Oui","1","Non",34000,NA,"",NA,"1"
NA,29000,"Femme",2017,"GBA","Oui","1","Oui",31000,NA,"",NA,"1"
NA,35000,"Homme",2016,"MAT","Oui","1","Non",35000,NA,"",NA,"1"
NA,36000,"Homme",2018,"SE-app","Oui","1","Oui",40000,NA,"",NA,"1"
NA,32000,"Femme",2016,"GBA","Oui","1","Oui",35000,NA,"",NA,"1"
NA,19000,"Homme",2017,"STE","Oui","1","Non",19000,NA,"",NA,"1"
NA,28800,"Femme",2016,"STE","Oui","1","Non",28800,NA,"",NA,"1"
NA,31200,"Femme",2018,"GBA","Oui","1","Non",31200,NA,"",NA,"1"
NA,32500,"Homme",2018,"MAT","Oui","1","Non",32500,NA,"",NA,"1"
NA,28800,"Homme",2018,"MEA","Oui","1","Oui",30000,NA,"",NA,"1"
NA,31000,"Homme",2018,"MEA","Oui","1","Oui",31500,NA,"",NA,"1"
NA,29000,"Homme",2018,"SE-app","Oui","1","Non",29000,NA,"",NA,"1"
NA,45712,"Homme",2018,"IG","Oui","1","Non",45712,NA,"",NA,"1"
NA,31000,"Femme",2016,"STE","Oui","1","Oui",32000,NA,"",NA,"1"
NA,37000,"Homme",2018,"MSI-app","Oui","1","Oui",39000,NA,"",NA,"1"
NA,34800,"Homme",2018,"MAT","Oui","1","Oui",36000,NA,"",NA,"1"
NA,28800,"Homme",2018,"MEA","Oui","1","Non",28800,NA,"",NA,"1"
NA,38000,"Homme",2017,"MSI-app","Oui","1","Oui",40000,NA,"",NA,"1"
NA,31500,"Femme",2016,"MI","Oui","1","Non",31500,NA,"",NA,"1"
NA,36000,"Femme",2016,"IG","Oui","1","Oui",38000,27000,"Oui",29000,"1"
NA,33200,"Femme",2016,"GBA","Oui","1","Oui",36500,NA,"",NA,"1"
NA,23760,"Homme",2018,"STE","Oui","1","Oui",28000,NA,"",NA,"1"
NA,33300,"Homme",2017,"EGC-app","Oui","1","Oui",34500,NA,"",NA,"1"
NA,26496,"Femme",2018,"GBA","Oui","1","Oui",26496,NA,"",NA,"1"
NA,31000,"Homme",2018,"STE","Oui","1","Oui",31000,NA,"",NA,"1"
NA,33600,"Homme",2016,"MSI-app","Oui","1","Oui",40000,NA,"",NA,"1"
NA,37000,"Homme",2017,"MI","Non","25","Oui",41000,NA,"",NA,"25"
NA,45000,"Homme",2016,"MEA","Oui","1","Non",45000,NA,"",NA,"1"
NA,31200,"Homme",2016,"EGC-app","Oui","1","Oui",31200,26400,"Oui",28000,"1"
NA,30000,"Homme",2017,"MAT","Oui","1","Non",30000,NA,"",NA,"1"
NA,32400,"Homme",2018,"MAT","Oui","1","Oui",37000,NA,"",NA,"1"
NA,31000,"Homme",2018,"IG","Oui","1","Non",31000,NA,"",NA,"1"
NA,28000,"Homme",2018,"STE","Oui","1","Oui",30500,NA,"",NA,"1"
NA,25200,"Homme",2018,"STE","Oui","1","Non",25200,NA,"",NA,"1"
NA,31008,"Homme",2018,"MEA","Oui","1","Non",31008,NA,"",NA,"1"
NA,40000,"Homme",2018,"IG","Oui","1","Oui",42000,NA,"",NA,"1"
NA,30000,"Homme",2018,"GBA","Oui","1","Oui",35000,NA,"",NA,"1"
NA,31000,"Homme",2017,"IG","Oui","1","Non",31000,NA,"",NA,"1"
NA,33000,"Homme",2018,"IG","Oui","1","Oui",35500,NA,"",NA,"1"
NA,17000,"Homme",2018,"MEA","Non","8","Oui",20000,NA,"",NA,"8"
NA,26400,"Homme",2018,"STE","Oui","1","Non",26400,NA,"",NA,"1"
NA,38400,"Homme",2016,"SE-app","","1","Oui",43400,NA,"",NA,"1"
NA,33000,"Homme",2016,"MAT","Oui","1","Oui",40000,NA,"",NA,"1"
NA,31000,"Homme",2018,"STE","Oui","1","Oui",32000,NA,"",NA,"1"
NA,33000,"Femme",2017,"GBA","Oui","1","Non",33000,NA,"",NA,"1"
NA,32000,"Homme",2017,"MEA","Oui","1","Oui",34000,NA,"",NA,"1"
NA,31500,"Homme",2016,"IG","Oui","1","Oui",34700,NA,"",NA,"1"
NA,32000,"Homme",2017,"MAT","Oui","1","Oui",36000,NA,"",NA,"1"
NA,53000,"Homme",2016,"SE-app","Oui","1","Oui",55000,NA,"",NA,"1"
NA,28800,"Femme",2016,"STE","Oui","1","Oui",32400,NA,"",NA,"1"
NA,54000,"Homme",2016,"IG","Oui","1","Oui",65000,NA,"",NA,"1"
NA,35000,"Homme",2016,"MEA","Oui","1","Oui",38500,NA,"",NA,"1"
NA,35000,"Femme",2016,"STE","Oui","1","Non",35000,27000,"Non",27000,"1"
NA,40000,"Femme",2016,"GBA","Oui","1","Oui",53550,37900,"Oui",51000,"1"
NA,25920,"Femme",2016,"GBA","Oui","1","Non",25920,NA,"",NA,"1"
NA,34800,"Homme",2018,"MI","Oui","1","Oui",39500,NA,"",NA,"1"
NA,27600,"Homme",2018,"MEA","Non","Autre","Oui",28000,NA,"",NA,"Autre"
NA,33000,"Homme",2018,"MI","Oui","1","Oui",33000,NA,"",NA,"1"
NA,40000,"Homme",2018,"IG","Oui","1","Non",40000,NA,"",NA,"1"
NA,28000,"Femme",2018,"MAT","Oui","1","Non",28000,NA,"",NA,"1"
NA,25000,"Homme",2018,"GBA","Oui","1","Oui",30000,NA,"",NA,"1"
NA,25020,"Femme",2018,"GBA","Oui","1","Oui",25020,NA,"",NA,"1"
NA,58000,"Homme",2017,"STE","Oui","1","Oui",63000,NA,"",NA,"1"
NA,29000,"Femme",2017,"MEA","Oui","1","Oui",29000,NA,"",NA,"1"
NA,31000,"Homme",2017,"MAT","Oui","1","Oui",33000,NA,"",NA,"1"
NA,27000,"Femme",2018,"GBA","Oui","1","Oui",29500,NA,"",NA,"1"
NA,27600,"Femme",2018,"GBA","Oui","1","Oui",27600,NA,"",NA,"1"
NA,40000,"Homme",2016,"MSI-app","Oui","1","Oui",40000,NA,"",NA,"1"
NA,34000,"Homme",2017,"MAT","Oui","1","Oui",40000,NA,"",NA,"1"
NA,32000,"Homme",2017,"IG","Oui","1","Non",32000,30000,"Non",30000,"1"
NA,28200,"Femme",2016,"GBA","Oui","1","Oui",30550,25000,"Oui",27000,"1"
NA,38000,"Homme",2016,"EGC-app","Oui","1","Oui",40000,NA,"",NA,"1"
NA,37800,"Homme",2017,"STE","Oui","1","Oui",41895,NA,"",NA,"1"
NA,31000,"Femme",2018,"MAT","Oui","1","Oui",31000,NA,"",NA,"1"
NA,32400,"Femme",2016,"STE","Oui","1","Oui",35000,32000,"Oui",35000,"1"
NA,25100,"Femme",2018,"GBA","Oui","1","Non",25100,NA,"",NA,"1"
NA,33000,"Homme",2016,"STE","Oui","1","Oui",34500,NA,"",NA,"1"
NA,22852,"Femme",2017,"GBA","Oui","1","Non",22852,NA,"",NA,"1"
NA,32000,"Homme",2017,"EGC-app","Oui","1","Oui",33000,NA,"",NA,"1"
NA,14118,"Femme",2018,"GBA","Non","Autre","Non",14118,NA,"",NA,"Autre"
NA,35500,"Femme",2018,"MSI-app","Oui","1","Oui",35500,NA,"",NA,"1"
NA,31000,"Femme",2016,"SE-app","Oui","1","Non",31000,NA,"",NA,"1"
NA,96000,"Homme",2016,"MI","Non","Autre","Oui",104000,NA,"",NA,"Autre"
NA,36000,"Homme",2016,"MEA","Oui","1","Oui",42000,NA,"",NA,"1"
NA,31000,"Homme",2016,"MEA","Oui","1","Oui",33500,NA,"",NA,"1"
NA,34200,"Femme",2016,"EGC-app","Oui","1","Oui",40000,NA,"",NA,"1"
NA,35000,"Femme",2017,"GBA","Oui","1","Oui",35000,NA,"Oui",NA,"1"
NA,30000,"Homme",2018,"MEA","Oui","1","Non",30000,NA,"",NA,"1"
NA,40000,"Homme",2018,"MEA","Oui","1","Non",40000,NA,"",NA,"1"
NA,24228,"Femme",2018,"GBA","Oui","1","Non",24228,NA,"",NA,"1"
NA,38400,"Homme",2016,"EGC-app","Oui","1","Oui",45000,33000,"Oui",39000,"1"
NA,25000,"Homme",2018,"STE","Oui","1","Non",25000,NA,"",NA,"1"
NA,34000,"Homme",2016,"STE","Oui","1","Non",34000,NA,"",NA,"1"
NA,28000,"Homme",2018,"MAT","Oui","1","Oui",32000,NA,"",NA,"1"
NA,33000,"Homme",2017,"MAT","Oui","1","Non",33000,NA,"",NA,"1"
NA,38000,"Homme",2017,"MEA","Oui","1","Oui",38000,NA,"",NA,"1"
NA,60000,"Femme",2018,"MAT","Oui","1","Non",60000,NA,"",NA,"1"
NA,39000,"Homme",2018,"IG","Oui","1","Oui",52000,NA,"",NA,"1"
NA,21240,"Femme",2017,"GBA","Oui","1","Oui",24780,19800,"Non",19800,"1"
NA,33000,"Femme",2018,"MAT","Oui","1","Oui",35000,NA,"",NA,"1"
NA,30400,"Femme",2017,"GBA","Oui","1","Oui",31000,30000,"Oui",35000,"1"
NA,30816,"Femme",2016,"STE","Oui","1","Non",30816,NA,"",NA,"1"
NA,29000,"Femme",2017,"STE","Oui","1","Oui",29000,NA,"",NA,"1"
NA,35800,"Homme",2018,"MEA","Oui","1","Oui",35800,NA,"",NA,"1"
NA,40000,"Homme",2016,"MEA","Oui","1","Oui",45000,30000,"Non",30000,"1"
NA,34500,"Homme",2017,"IG","Oui","1","Non",34500,NA,"",NA,"1"
NA,35500,"Homme",2017,"MAT","Oui","1","Non",35500,31000,"Non",31000,"1"
NA,39000,"Homme",2018,"IG","Oui","1","Oui",50000,NA,"",NA,"1"
NA,36000,"Homme",2018,"MEA","","1","Oui",36000,NA,"",NA,"1"
NA,25000,"Homme",2017,"STE","Oui","1","Non",25000,24000,"Oui",26000,"1"
NA,36500,"Homme",2016,"SE-app","Oui","1","Oui",37000,NA,"",NA,"1"
NA,57387,"Homme",2016,"MEA","Oui","1","Oui",65000,NA,"",NA,"1"
NA,35100,"Homme",2018,"MSI-app","Oui","1","Non",35100,NA,"",NA,"1"
NA,38000,"Homme",2017,"GBA","Oui","1","Oui",40500,NA,"",NA,"1"
NA,22000,"Femme",2017,"GBA","Oui","1","Oui",24000,NA,"",NA,"1"
NA,43000,"Homme",2017,"MSI-app","Oui","1","Oui",47000,NA,"",NA,"1"
NA,33000,"Femme",2017,"GBA","Oui","1","Oui",37000,NA,"",NA,"1"
NA,42000,"Homme",2018,"MEA","Oui","1","Oui",45000,NA,"",NA,"1"
NA,28000,"Homme",2018,"MEA","Oui","1","Non",28000,NA,"",NA,"1"
NA,40000,"Homme",2018,"IG","Oui","1","Non",40000,NA,"",NA,"1"
NA,31200,"Femme",2017,"MAT","Oui","1","Oui",33300,NA,"",NA,"1"
NA,22318,"Femme",2017,"GBA","Oui","1","Non",22318,NA,"",NA,"1"
NA,26000,"Homme",2017,"MAT","Oui","1","Oui",30000,NA,"",NA,"1"
NA,31000,"Homme",2017,"IG","Oui","1","Oui",34000,NA,"",NA,"1"
NA,34500,"Homme",2016,"MI","Oui","1","Non",34500,NA,"",NA,"1"
NA,25000,"Homme",2018,"MEA","Oui","1","Non",25000,NA,"",NA,"1"
NA,30000,"Femme",2016,"GBA","Oui","1","Oui",32267,26100,"Non",26100,"1"
NA,31200,"Femme",2017,"GBA","Oui","1","Oui",34000,NA,"",NA,"1"
NA,27600,"Homme",2018,"STE","Oui","1","Non",27600,NA,"",NA,"1"
NA,21600,"Femme",2018,"GBA","Oui","1","Oui",23000,NA,"",NA,"1"
NA,35000,"Homme",2018,"MAT","Oui","1","Oui",40000,NA,"",NA,"1"
NA,40000,"Femme",2018,"IG","Oui","1","Oui",42000,NA,"",NA,"1"
NA,26000,"Homme",2018,"IG","Oui","1","Oui",32000,NA,"",NA,"1"
NA,34500,"Homme",2018,"STE","Oui","1","Oui",38000,NA,"",NA,"1"
NA,30000,"Femme",2016,"GBA","Oui","1","Oui",34000,NA,"",NA,"1"
NA,40000,"Homme",2018,"STE","Oui","1","Oui",44000,NA,"",NA,"1"
NA,31250,"Homme",2016,"MI","Oui","1","Non",31250,NA,"",NA,"1"
NA,29640,"Homme",2017,"IG","Oui","1","Oui",32110,NA,"",NA,"1"
NA,32500,"Homme",2017,"MEA","Oui","1","Non",32500,NA,"",NA,"1"
NA,31100,"Femme",2018,"GBA","Oui","1","Oui",33700,21000,"Non",21000,"1"
NA,32000,"Homme",2017,"MSI-app","Oui","1","Oui",36000,NA,"",NA,"1"
NA,38000,"Homme",2018,"IG","Oui","1","Non",38000,NA,"",NA,"1"
NA,33500,"Homme",2018,"EGC-app","Oui","1","Oui",41000,NA,"",NA,"1"
NA,31800,"Homme",2016,"STE","Oui","1","Oui",38300,NA,"",NA,"1"
NA,32000,"Homme",2016,"MEA","Oui","1","Non",32000,NA,"",NA,"1"
NA,33000,"Homme",2018,"MAT","Oui","1","Oui",35000,NA,"",NA,"1"
NA,22800,"Femme",2018,"GBA","Oui","1","Oui",25200,NA,"",NA,"1"
NA,35000,"Homme",2016,"EGC-app","Oui","1","Oui",39000,24000,"Oui",26000,"1"
NA,34000,"Homme",2018,"MAT","Oui","1","Oui",34500,NA,"",NA,"1"
NA,21864,"Femme",2018,"GBA","Oui","1","Non",21864,NA,"",NA,"1"
NA,18000,"Homme",2018,"MAT","Oui","1","Non",18000,NA,"",NA,"1"
NA,33473,"Femme",2016,"STE","Oui","1","Non",33473,NA,"",NA,"1"
NA,36000,"Homme",2017,"MSI-app","Oui","1","Non",36000,35000,"Non",35000,"1"
NA,41000,"Femme",2016,"IG","Oui","1","Oui",47000,NA,"",NA,"1"
NA,35500,"Femme",2016,"STE","Oui","1","Non",35500,NA,"",NA,"1"
NA,34000,"Homme",2017,"IG","Oui","1","Oui",37500,NA,"",NA,"1"
